Ephemeris time,Sol,x1,y1,z1,vx1,vy1,vz1,ang,x2,y2,z2,vx2,vy2,vz2,ang1,px,py,pz,ang3,hga,sol and time
515679787.2,1331,-33196406.23,-70744752.52,-31109690.68,-0.336,8.014,2.631,280.564,33198106.78,70748374.32,31111283.02,0.334,-8.018,-2.633,280.578,33198106.78,70748374.32,31111283.02,280.578,93.479, 1/01331:19:48:30:81498
515679788.2,1331,-33196406.57,-70744744.51,-31109688.05,-0.336,8.014,2.631,280.564,33198107.12,70748366.3,31111280.39,0.334,-8.018,-2.633,280.578,33198107.12,70748366.3,31111280.39,280.578,93.482, 1/01331:19:48:31:78822
515679789.2,1331,-33196406.9,-70744736.49,-31109685.42,-0.336,8.014,2.631,280.564,33198107.45,70748358.28,31111277.76,0.334,-8.018,-2.633,280.578,33198107.45,70748358.28,31111277.76,280.578,93.485, 1/01331:19:48:32:76147
515679790.2,1331,-33196407.24,-70744728.48,-31109682.79,-0.336,8.014,2.631,280.564,33198107.78,70748350.26,31111275.12,0.334,-8.018,-2.633,280.578,33198107.78,70748350.26,31111275.12,280.578,93.488, 1/01331:19:48:33:73471
515679791.2,1331,-33196407.57,-70744720.47,-31109680.16,-0.336,8.014,2.631,280.563,33198108.12,70748342.25,31111272.49,0.334,-8.018,-2.633,280.578,33198108.12,70748342.25,31111272.49,280.578,93.491, 1/01331:19:48:34:70796
515679792.2,1331,-33196407.91,-70744712.45,-31109677.53,-0.336,8.014,2.631,280.563,33198108.45,70748334.23,31111269.86,0.334,-8.018,-2.633,280.578,33198108.45,70748334.23,31111269.86,280.578,93.494, 1/01331:19:48:35:68120
515679793.2,1331,-33196408.25,-70744704.44,-31109674.9,-0.336,8.014,2.631,280.563,33198108.78,70748326.21,31111267.22,0.334,-8.018,-2.633,280.578,33198108.78,70748326.21,31111267.22,280.578,93.497, 1/01331:19:48:36:65444
515679794.2,1331,-33196408.58,-70744696.42,-31109672.27,-0.336,8.014,2.631,280.563,33198109.12,70748318.19,31111264.59,0.334,-8.018,-2.633,280.578,33198109.12,70748318.19,31111264.59,280.578,93.5, 1/01331:19:48:37:62769
515679795.2,1331,-33196408.92,-70744688.41,-31109669.63,-0.336,8.014,2.631,280.563,33198109.45,70748310.17,31111261.96,0.334,-8.018,-2.633,280.578,33198109.45,70748310.17,31111261.96,280.578,93.503, 1/01331:19:48:38:60093
515679796.2,1331,-33196409.25,-70744680.4,-31109667,-0.336,8.014,2.631,280.563,33198109.79,70748302.16,31111259.32,0.334,-8.018,-2.633,280.578,33198109.79,70748302.16,31111259.32,280.578,93.506, 1/01331:19:48:39:57418
515679797.2,1331,-33196409.59,-70744672.38,-31109664.37,-0.336,8.014,2.631,280.563,33198110.12,70748294.14,31111256.69,0.334,-8.018,-2.633,280.578,33198110.12,70748294.14,31111256.69,280.578,93.509, 1/01331:19:48:40:54742
515679798.2,1331,-33196409.92,-70744664.37,-31109661.74,-0.336,8.014,2.631,280.563,33198110.45,70748286.12,31111254.06,0.334,-8.018,-2.633,280.578,33198110.45,70748286.12,31111254.06,280.578,93.512, 1/01331:19:48:41:52067
515679799.2,1331,-33196410.26,-70744656.36,-31109659.11,-0.336,8.014,2.631,280.563,33198110.79,70748278.1,31111251.43,0.334,-8.018,-2.633,280.578,33198110.79,70748278.1,31111251.43,280.578,93.515, 1/01331:19:48:42:49391
515679800.2,1331,-33196410.59,-70744648.34,-31109656.48,-0.336,8.014,2.631,280.563,33198111.12,70748270.09,31111248.79,0.334,-8.018,-2.633,280.578,33198111.12,70748270.09,31111248.79,280.578,93.518, 1/01331:19:48:43:46716
515679801.2,1331,-33196410.93,-70744640.33,-31109653.85,-0.335,8.014,2.631,280.563,33198111.45,70748262.07,31111246.16,0.334,-8.018,-2.633,280.578,33198111.45,70748262.07,31111246.16,280.578,93.521, 1/01331:19:48:44:44040
515679802.2,1331,-33196411.26,-70744632.32,-31109651.22,-0.335,8.014,2.631,280.563,33198111.79,70748254.05,31111243.53,0.334,-8.018,-2.633,280.578,33198111.79,70748254.05,31111243.53,280.578,93.524, 1/01331:19:48:45:41364
515679803.2,1331,-33196411.6,-70744624.3,-31109648.58,-0.335,8.014,2.631,280.563,33198112.12,70748246.03,31111240.89,0.334,-8.018,-2.633,280.578,33198112.12,70748246.03,31111240.89,280.578,93.527, 1/01331:19:48:46:38689
515679804.2,1331,-33196411.94,-70744616.29,-31109645.95,-0.335,8.014,2.631,280.563,33198112.46,70748238.01,31111238.26,0.334,-8.018,-2.633,280.578,33198112.46,70748238.01,31111238.26,280.578,93.53, 1/01331:19:48:47:36013
515679805.2,1331,-33196412.27,-70744608.27,-31109643.32,-0.335,8.014,2.631,280.563,33198112.79,70748230,31111235.63,0.334,-8.018,-2.633,280.577,33198112.79,70748230,31111235.63,280.577,93.533, 1/01331:19:48:48:33338
515679806.2,1331,-33196412.61,-70744600.26,-31109640.69,-0.335,8.014,2.631,280.563,33198113.12,70748221.98,31111232.99,0.334,-8.018,-2.633,280.577,33198113.12,70748221.98,31111232.99,280.577,93.536, 1/01331:19:48:49:30662
515679807.2,1331,-33196412.94,-70744592.25,-31109638.06,-0.335,8.014,2.631,280.563,33198113.46,70748213.96,31111230.36,0.334,-8.018,-2.633,280.577,33198113.46,70748213.96,31111230.36,280.577,93.539, 1/01331:19:48:50:27987
515679808.2,1331,-33196413.28,-70744584.23,-31109635.43,-0.335,8.014,2.631,280.563,33198113.79,70748205.94,31111227.73,0.334,-8.018,-2.633,280.577,33198113.79,70748205.94,31111227.73,280.577,93.542, 1/01331:19:48:51:25311
515679809.2,1331,-33196413.61,-70744576.22,-31109632.8,-0.335,8.014,2.631,280.563,33198114.12,70748197.92,31111225.1,0.334,-8.018,-2.633,280.577,33198114.12,70748197.92,31111225.1,280.577,93.545, 1/01331:19:48:52:22635
515679810.2,1331,-33196413.95,-70744568.21,-31109630.17,-0.335,8.014,2.631,280.563,33198114.46,70748189.91,31111222.46,0.334,-8.018,-2.633,280.577,33198114.46,70748189.91,31111222.46,280.577,93.548, 1/01331:19:48:53:19960
515679811.2,1331,-33196414.28,-70744560.19,-31109627.53,-0.335,8.014,2.631,280.563,33198114.79,70748181.89,31111219.83,0.334,-8.018,-2.633,280.577,33198114.79,70748181.89,31111219.83,280.577,93.551, 1/01331:19:48:54:17284
515679812.2,1331,-33196414.62,-70744552.18,-31109624.9,-0.335,8.014,2.631,280.563,33198115.12,70748173.87,31111217.2,0.334,-8.018,-2.633,280.577,33198115.12,70748173.87,31111217.2,280.577,93.555, 1/01331:19:48:55:14609
515679813.2,1331,-33196414.95,-70744544.16,-31109622.27,-0.335,8.014,2.631,280.563,33198115.46,70748165.85,31111214.56,0.334,-8.018,-2.633,280.577,33198115.46,70748165.85,31111214.56,280.577,93.558, 1/01331:19:48:56:11933
515679814.2,1331,-33196415.29,-70744536.15,-31109619.64,-0.335,8.014,2.631,280.563,33198115.79,70748157.83,31111211.93,0.334,-8.018,-2.633,280.577,33198115.79,70748157.83,31111211.93,280.577,93.561, 1/01331:19:48:57:09258
515679815.2,1331,-33196415.63,-70744528.14,-31109617.01,-0.335,8.014,2.631,280.563,33198116.13,70748149.82,31111209.3,0.334,-8.018,-2.633,280.577,33198116.13,70748149.82,31111209.3,280.577,93.564, 1/01331:19:48:58:06582
515679816.2,1331,-33196415.96,-70744520.12,-31109614.38,-0.335,8.014,2.631,280.563,33198116.46,70748141.8,31111206.66,0.334,-8.018,-2.633,280.577,33198116.46,70748141.8,31111206.66,280.577,93.567, 1/01331:19:48:59:03906
515679817.2,1331,-33196416.3,-70744512.11,-31109611.75,-0.335,8.014,2.631,280.563,33198116.79,70748133.78,31111204.03,0.334,-8.018,-2.633,280.577,33198116.79,70748133.78,31111204.03,280.577,93.57, 1/01331:19:49:00:01231
515679818.2,1331,-33196416.63,-70744504.1,-31109609.12,-0.335,8.014,2.631,280.563,33198117.13,70748125.76,31111201.4,0.333,-8.018,-2.633,280.577,33198117.13,70748125.76,31111201.4,280.577,93.573, 1/01331:19:49:00:98555
515679819.2,1331,-33196416.97,-70744496.08,-31109606.49,-0.335,8.014,2.631,280.563,33198117.46,70748117.74,31111198.77,0.333,-8.018,-2.633,280.577,33198117.46,70748117.74,31111198.77,280.577,93.576, 1/01331:19:49:01:95880
515679820.2,1331,-33196417.3,-70744488.07,-31109603.85,-0.335,8.014,2.631,280.563,33198117.79,70748109.73,31111196.13,0.333,-8.018,-2.633,280.577,33198117.79,70748109.73,31111196.13,280.577,93.579, 1/01331:19:49:02:93204
515679821.2,1331,-33196417.64,-70744480.05,-31109601.22,-0.335,8.014,2.631,280.563,33198118.13,70748101.71,31111193.5,0.333,-8.018,-2.633,280.577,33198118.13,70748101.71,31111193.5,280.577,93.582, 1/01331:19:49:03:90529
515679822.2,1331,-33196417.97,-70744472.04,-31109598.59,-0.335,8.014,2.631,280.563,33198118.46,70748093.69,31111190.87,0.333,-8.018,-2.633,280.577,33198118.46,70748093.69,31111190.87,280.577,93.585, 1/01331:19:49:04:87853
515679823.2,1331,-33196418.31,-70744464.03,-31109595.96,-0.335,8.014,2.631,280.563,33198118.79,70748085.67,31111188.23,0.333,-8.018,-2.633,280.577,33198118.79,70748085.67,31111188.23,280.577,93.588, 1/01331:19:49:05:85177
515679824.2,1331,-33196418.64,-70744456.01,-31109593.33,-0.335,8.014,2.631,280.563,33198119.13,70748077.66,31111185.6,0.333,-8.018,-2.633,280.577,33198119.13,70748077.66,31111185.6,280.577,93.591, 1/01331:19:49:06:82502
515679825.2,1331,-33196418.98,-70744448,-31109590.7,-0.335,8.014,2.631,280.563,33198119.46,70748069.64,31111182.97,0.333,-8.018,-2.633,280.577,33198119.46,70748069.64,31111182.97,280.577,93.594, 1/01331:19:49:07:79826
515679826.2,1331,-33196419.31,-70744439.99,-31109588.07,-0.335,8.014,2.631,280.563,33198119.79,70748061.62,31111180.34,0.333,-8.018,-2.633,280.577,33198119.79,70748061.62,31111180.34,280.577,93.597, 1/01331:19:49:08:77151
515679827.2,1331,-33196419.65,-70744431.97,-31109585.44,-0.335,8.014,2.631,280.563,33198120.13,70748053.6,31111177.7,0.333,-8.018,-2.633,280.577,33198120.13,70748053.6,31111177.7,280.577,93.6, 1/01331:19:49:09:74475
515679828.2,1331,-33196419.98,-70744423.96,-31109582.81,-0.335,8.014,2.631,280.563,33198120.46,70748045.58,31111175.07,0.333,-8.018,-2.633,280.577,33198120.46,70748045.58,31111175.07,280.577,93.603, 1/01331:19:49:10:71800
515679829.2,1331,-33196420.32,-70744415.94,-31109580.17,-0.335,8.014,2.631,280.563,33198120.79,70748037.57,31111172.44,0.333,-8.018,-2.633,280.577,33198120.79,70748037.57,31111172.44,280.577,93.606, 1/01331:19:49:11:69124
515679830.2,1331,-33196420.65,-70744407.93,-31109577.54,-0.335,8.014,2.631,280.562,33198121.13,70748029.55,31111169.8,0.333,-8.018,-2.633,280.577,33198121.13,70748029.55,31111169.8,280.577,93.609, 1/01331:19:49:12:66448
515679831.2,1331,-33196420.99,-70744399.92,-31109574.91,-0.335,8.014,2.631,280.562,33198121.46,70748021.53,31111167.17,0.333,-8.018,-2.633,280.577,33198121.46,70748021.53,31111167.17,280.577,93.612, 1/01331:19:49:13:63773
515679832.2,1331,-33196421.32,-70744391.9,-31109572.28,-0.335,8.014,2.631,280.562,33198121.79,70748013.51,31111164.54,0.333,-8.018,-2.633,280.577,33198121.79,70748013.51,31111164.54,280.577,93.615, 1/01331:19:49:14:61097
515679833.2,1331,-33196421.66,-70744383.89,-31109569.65,-0.335,8.014,2.631,280.562,33198122.13,70748005.49,31111161.91,0.333,-8.018,-2.633,280.577,33198122.13,70748005.49,31111161.91,280.577,93.618, 1/01331:19:49:15:58422
515679834.2,1331,-33196421.99,-70744375.88,-31109567.02,-0.335,8.014,2.631,280.562,33198122.46,70747997.48,31111159.27,0.333,-8.018,-2.633,280.577,33198122.46,70747997.48,31111159.27,280.577,93.621, 1/01331:19:49:16:55746
515679835.2,1331,-33196422.33,-70744367.86,-31109564.39,-0.335,8.014,2.631,280.562,33198122.79,70747989.46,31111156.64,0.333,-8.018,-2.633,280.577,33198122.79,70747989.46,31111156.64,280.577,93.624, 1/01331:19:49:17:53071
515679836.2,1331,-33196422.66,-70744359.85,-31109561.76,-0.335,8.014,2.631,280.562,33198123.13,70747981.44,31111154.01,0.333,-8.018,-2.633,280.577,33198123.13,70747981.44,31111154.01,280.577,93.627, 1/01331:19:49:18:50395
515679837.2,1331,-33196423,-70744351.84,-31109559.13,-0.335,8.014,2.631,280.562,33198123.46,70747973.42,31111151.37,0.333,-8.018,-2.633,280.577,33198123.46,70747973.42,31111151.37,280.577,93.63, 1/01331:19:49:19:47719
515679838.2,1331,-33196423.33,-70744343.82,-31109556.5,-0.335,8.014,2.631,280.562,33198123.79,70747965.4,31111148.74,0.333,-8.018,-2.633,280.577,33198123.79,70747965.4,31111148.74,280.577,93.633, 1/01331:19:49:20:45044
515679839.2,1331,-33196423.67,-70744335.81,-31109553.86,-0.335,8.014,2.631,280.562,33198124.13,70747957.39,31111146.11,0.333,-8.018,-2.633,280.577,33198124.13,70747957.39,31111146.11,280.577,93.636, 1/01331:19:49:21:42368
515679840.2,1331,-33196424,-70744327.79,-31109551.23,-0.335,8.014,2.631,280.562,33198124.46,70747949.37,31111143.48,0.333,-8.018,-2.633,280.577,33198124.46,70747949.37,31111143.48,280.577,93.639, 1/01331:19:49:22:39693
515679841.2,1331,-33196424.34,-70744319.78,-31109548.6,-0.335,8.014,2.631,280.562,33198124.79,70747941.35,31111140.84,0.333,-8.018,-2.633,280.577,33198124.79,70747941.35,31111140.84,280.577,93.643, 1/01331:19:49:23:37017
515679842.2,1331,-33196424.67,-70744311.77,-31109545.97,-0.335,8.014,2.631,280.562,33198125.13,70747933.33,31111138.21,0.333,-8.018,-2.633,280.577,33198125.13,70747933.33,31111138.21,280.577,93.646, 1/01331:19:49:24:34342
515679843.2,1331,-33196425.01,-70744303.75,-31109543.34,-0.335,8.014,2.631,280.562,33198125.46,70747925.31,31111135.58,0.333,-8.018,-2.633,280.577,33198125.46,70747925.31,31111135.58,280.577,93.649, 1/01331:19:49:25:31666
515679844.2,1331,-33196425.34,-70744295.74,-31109540.71,-0.335,8.014,2.631,280.562,33198125.79,70747917.3,31111132.94,0.333,-8.018,-2.633,280.577,33198125.79,70747917.3,31111132.94,280.577,93.652, 1/01331:19:49:26:28990
515679845.2,1331,-33196425.68,-70744287.73,-31109538.08,-0.335,8.014,2.631,280.562,33198126.13,70747909.28,31111130.31,0.333,-8.018,-2.633,280.576,33198126.13,70747909.28,31111130.31,280.576,93.655, 1/01331:19:49:27:26315
515679846.2,1331,-33196426.01,-70744279.71,-31109535.45,-0.335,8.014,2.631,280.562,33198126.46,70747901.26,31111127.68,0.333,-8.018,-2.633,280.576,33198126.46,70747901.26,31111127.68,280.576,93.658, 1/01331:19:49:28:23639
515679847.2,1331,-33196426.35,-70744271.7,-31109532.82,-0.335,8.014,2.631,280.562,33198126.79,70747893.24,31111125.05,0.333,-8.018,-2.633,280.576,33198126.79,70747893.24,31111125.05,280.576,93.661, 1/01331:19:49:29:20964
515679848.2,1331,-33196426.68,-70744263.68,-31109530.19,-0.335,8.014,2.631,280.562,33198127.12,70747885.22,31111122.41,0.333,-8.018,-2.633,280.576,33198127.12,70747885.22,31111122.41,280.576,93.664, 1/01331:19:49:30:18288
515679849.2,1331,-33196427.02,-70744255.67,-31109527.56,-0.335,8.014,2.631,280.562,33198127.46,70747877.21,31111119.78,0.333,-8.018,-2.633,280.576,33198127.46,70747877.21,31111119.78,280.576,93.667, 1/01331:19:49:31:15613
515679850.2,1331,-33196427.35,-70744247.66,-31109524.92,-0.335,8.014,2.631,280.562,33198127.79,70747869.19,31111117.15,0.333,-8.018,-2.633,280.576,33198127.79,70747869.19,31111117.15,280.576,93.67, 1/01331:19:49:32:12937
515679851.2,1331,-33196427.69,-70744239.64,-31109522.29,-0.335,8.014,2.631,280.562,33198128.12,70747861.17,31111114.52,0.333,-8.018,-2.633,280.576,33198128.12,70747861.17,31111114.52,280.576,93.673, 1/01331:19:49:33:10261
515679852.2,1331,-33196428.02,-70744231.63,-31109519.66,-0.335,8.014,2.631,280.562,33198128.46,70747853.15,31111111.88,0.333,-8.018,-2.633,280.576,33198128.46,70747853.15,31111111.88,280.576,93.676, 1/01331:19:49:34:07586
515679853.2,1331,-33196428.36,-70744223.62,-31109517.03,-0.335,8.014,2.631,280.562,33198128.79,70747845.13,31111109.25,0.333,-8.018,-2.633,280.576,33198128.79,70747845.13,31111109.25,280.576,93.679, 1/01331:19:49:35:04910
515679854.2,1331,-33196428.69,-70744215.6,-31109514.4,-0.335,8.014,2.631,280.562,33198129.12,70747837.12,31111106.62,0.333,-8.018,-2.633,280.576,33198129.12,70747837.12,31111106.62,280.576,93.682, 1/01331:19:49:36:02235
515679855.2,1331,-33196429.03,-70744207.59,-31109511.77,-0.335,8.014,2.631,280.562,33198129.46,70747829.1,31111103.99,0.333,-8.018,-2.633,280.576,33198129.46,70747829.1,31111103.99,280.576,93.685, 1/01331:19:49:36:99559
515679856.2,1331,-33196429.36,-70744199.57,-31109509.14,-0.335,8.014,2.631,280.562,33198129.79,70747821.08,31111101.35,0.333,-8.018,-2.633,280.576,33198129.79,70747821.08,31111101.35,280.576,93.688, 1/01331:19:49:37:96884
515679857.2,1331,-33196429.7,-70744191.56,-31109506.51,-0.335,8.014,2.631,280.562,33198130.12,70747813.06,31111098.72,0.333,-8.018,-2.633,280.576,33198130.12,70747813.06,31111098.72,280.576,93.691, 1/01331:19:49:38:94208
515679858.2,1331,-33196430.03,-70744183.55,-31109503.88,-0.335,8.014,2.631,280.562,33198130.46,70747805.04,31111096.09,0.333,-8.018,-2.633,280.576,33198130.46,70747805.04,31111096.09,280.576,93.694, 1/01331:19:49:39:91532
515679859.2,1331,-33196430.37,-70744175.53,-31109501.25,-0.335,8.014,2.631,280.562,33198130.79,70747797.03,31111093.45,0.333,-8.018,-2.633,280.576,33198130.79,70747797.03,31111093.45,280.576,93.697, 1/01331:19:49:40:88857
515679860.2,1331,-33196430.7,-70744167.52,-31109498.62,-0.335,8.014,2.631,280.562,33198131.12,70747789.01,31111090.82,0.333,-8.018,-2.633,280.576,33198131.12,70747789.01,31111090.82,280.576,93.7, 1/01331:19:49:41:86181
515679861.2,1331,-33196431.04,-70744159.51,-31109495.99,-0.335,8.014,2.631,280.562,33198131.45,70747780.99,31111088.19,0.333,-8.018,-2.633,280.576,33198131.45,70747780.99,31111088.19,280.576,93.703, 1/01331:19:49:42:83506
515679862.2,1331,-33196431.37,-70744151.49,-31109493.35,-0.335,8.014,2.631,280.562,33198131.79,70747772.97,31111085.56,0.333,-8.018,-2.633,280.576,33198131.79,70747772.97,31111085.56,280.576,93.706, 1/01331:19:49:43:80830
515679863.2,1331,-33196431.71,-70744143.48,-31109490.72,-0.335,8.014,2.631,280.562,33198132.12,70747764.95,31111082.92,0.333,-8.018,-2.633,280.576,33198132.12,70747764.95,31111082.92,280.576,93.709, 1/01331:19:49:44:78155
515679864.2,1331,-33196432.04,-70744135.46,-31109488.09,-0.335,8.014,2.631,280.562,33198132.45,70747756.94,31111080.29,0.333,-8.018,-2.633,280.576,33198132.45,70747756.94,31111080.29,280.576,93.712, 1/01331:19:49:45:75479
515679865.2,1331,-33196432.38,-70744127.45,-31109485.46,-0.335,8.014,2.631,280.562,33198132.79,70747748.92,31111077.66,0.333,-8.018,-2.633,280.576,33198132.79,70747748.92,31111077.66,280.576,93.715, 1/01331:19:49:46:72803
515679866.2,1331,-33196432.71,-70744119.44,-31109482.83,-0.335,8.014,2.631,280.562,33198133.12,70747740.9,31111075.03,0.333,-8.018,-2.633,280.576,33198133.12,70747740.9,31111075.03,280.576,93.718, 1/01331:19:49:47:70128
515679867.2,1331,-33196433.04,-70744111.42,-31109480.2,-0.335,8.014,2.631,280.562,33198133.45,70747732.88,31111072.39,0.333,-8.018,-2.633,280.576,33198133.45,70747732.88,31111072.39,280.576,93.721, 1/01331:19:49:48:67452
515679868.2,1331,-33196433.38,-70744103.41,-31109477.57,-0.335,8.014,2.631,280.562,33198133.78,70747724.86,31111069.76,0.333,-8.018,-2.633,280.576,33198133.78,70747724.86,31111069.76,280.576,93.724, 1/01331:19:49:49:64777
515679869.2,1331,-33196433.71,-70744095.4,-31109474.94,-0.335,8.014,2.631,280.562,33198134.12,70747716.85,31111067.13,0.333,-8.018,-2.633,280.576,33198134.12,70747716.85,31111067.13,280.576,93.727, 1/01331:19:49:50:62101
515679870.2,1331,-33196434.05,-70744087.38,-31109472.31,-0.335,8.014,2.631,280.561,33198134.45,70747708.83,31111064.5,0.333,-8.018,-2.633,280.576,33198134.45,70747708.83,31111064.5,280.576,93.73, 1/01331:19:49:51:59426
515679871.2,1331,-33196434.38,-70744079.37,-31109469.68,-0.335,8.014,2.631,280.561,33198134.78,70747700.81,31111061.86,0.333,-8.018,-2.633,280.576,33198134.78,70747700.81,31111061.86,280.576,93.734, 1/01331:19:49:52:56750
515679872.2,1331,-33196434.72,-70744071.35,-31109467.05,-0.335,8.014,2.631,280.561,33198135.12,70747692.79,31111059.23,0.333,-8.018,-2.633,280.576,33198135.12,70747692.79,31111059.23,280.576,93.737, 1/01331:19:49:53:54074
515679873.2,1331,-33196435.05,-70744063.34,-31109464.42,-0.335,8.014,2.631,280.561,33198135.45,70747684.77,31111056.6,0.333,-8.018,-2.633,280.576,33198135.45,70747684.77,31111056.6,280.576,93.74, 1/01331:19:49:54:51399
515679874.2,1331,-33196435.39,-70744055.33,-31109461.79,-0.335,8.014,2.631,280.561,33198135.78,70747676.76,31111053.97,0.333,-8.018,-2.632,280.576,33198135.78,70747676.76,31111053.97,280.576,93.743, 1/01331:19:49:55:48723
515679875.2,1331,-33196435.72,-70744047.31,-31109459.16,-0.335,8.014,2.631,280.561,33198136.11,70747668.74,31111051.33,0.333,-8.018,-2.632,280.576,33198136.11,70747668.74,31111051.33,280.576,93.746, 1/01331:19:49:56:46048
515679876.2,1331,-33196436.06,-70744039.3,-31109456.52,-0.335,8.014,2.631,280.561,33198136.45,70747660.72,31111048.7,0.333,-8.018,-2.632,280.576,33198136.45,70747660.72,31111048.7,280.576,93.749, 1/01331:19:49:57:43372
515679877.2,1331,-33196436.39,-70744031.28,-31109453.89,-0.335,8.014,2.631,280.561,33198136.78,70747652.7,31111046.07,0.333,-8.018,-2.632,280.576,33198136.78,70747652.7,31111046.07,280.576,93.752, 1/01331:19:49:58:40697
515679878.2,1331,-33196436.73,-70744023.27,-31109451.26,-0.335,8.014,2.631,280.561,33198137.11,70747644.68,31111043.44,0.333,-8.018,-2.632,280.576,33198137.11,70747644.68,31111043.44,280.576,93.755, 1/01331:19:49:59:38021
515679879.2,1331,-33196437.06,-70744015.26,-31109448.63,-0.335,8.014,2.631,280.561,33198137.45,70747636.67,31111040.8,0.333,-8.018,-2.632,280.576,33198137.45,70747636.67,31111040.8,280.576,93.758, 1/01331:19:50:00:35345
515679880.2,1331,-33196437.39,-70744007.24,-31109446,-0.335,8.014,2.631,280.561,33198137.78,70747628.65,31111038.17,0.333,-8.018,-2.632,280.576,33198137.78,70747628.65,31111038.17,280.576,93.761, 1/01331:19:50:01:32670
515679881.2,1331,-33196437.73,-70743999.23,-31109443.37,-0.334,8.014,2.631,280.561,33198138.11,70747620.63,31111035.54,0.333,-8.018,-2.632,280.576,33198138.11,70747620.63,31111035.54,280.576,93.764, 1/01331:19:50:02:29994
515679882.2,1331,-33196438.06,-70743991.22,-31109440.74,-0.334,8.014,2.631,280.561,33198138.44,70747612.61,31111032.91,0.333,-8.018,-2.632,280.576,33198138.44,70747612.61,31111032.91,280.576,93.767, 1/01331:19:50:03:27319
515679883.2,1331,-33196438.4,-70743983.2,-31109438.11,-0.334,8.014,2.631,280.561,33198138.78,70747604.59,31111030.27,0.333,-8.018,-2.632,280.576,33198138.78,70747604.59,31111030.27,280.576,93.77, 1/01331:19:50:04:24643
515679884.2,1331,-33196438.73,-70743975.19,-31109435.48,-0.334,8.014,2.631,280.561,33198139.11,70747596.58,31111027.64,0.333,-8.018,-2.632,280.575,33198139.11,70747596.58,31111027.64,280.575,93.773, 1/01331:19:50:05:21968
515679885.2,1331,-33196439.07,-70743967.17,-31109432.85,-0.334,8.014,2.631,280.561,33198139.44,70747588.56,31111025.01,0.333,-8.018,-2.632,280.575,33198139.44,70747588.56,31111025.01,280.575,93.776, 1/01331:19:50:06:19292
515679886.2,1331,-33196439.4,-70743959.16,-31109430.22,-0.334,8.014,2.631,280.561,33198139.77,70747580.54,31111022.38,0.333,-8.018,-2.632,280.575,33198139.77,70747580.54,31111022.38,280.575,93.779, 1/01331:19:50:07:16616
515679887.2,1331,-33196439.74,-70743951.15,-31109427.59,-0.334,8.014,2.631,280.561,33198140.11,70747572.52,31111019.74,0.333,-8.018,-2.632,280.575,33198140.11,70747572.52,31111019.74,280.575,93.782, 1/01331:19:50:08:13941
515679888.2,1331,-33196440.07,-70743943.13,-31109424.96,-0.334,8.014,2.631,280.561,33198140.44,70747564.5,31111017.11,0.333,-8.018,-2.632,280.575,33198140.44,70747564.5,31111017.11,280.575,93.785, 1/01331:19:50:09:11265
515679889.2,1331,-33196440.4,-70743935.12,-31109422.33,-0.334,8.014,2.631,280.561,33198140.77,70747556.49,31111014.48,0.333,-8.018,-2.632,280.575,33198140.77,70747556.49,31111014.48,280.575,93.788, 1/01331:19:50:10:08590
515679890.2,1331,-33196440.74,-70743927.11,-31109419.7,-0.334,8.014,2.631,280.561,33198141.1,70747548.47,31111011.85,0.333,-8.018,-2.632,280.575,33198141.1,70747548.47,31111011.85,280.575,93.791, 1/01331:19:50:11:05914
515679891.2,1331,-33196441.07,-70743919.09,-31109417.07,-0.334,8.014,2.631,280.561,33198141.44,70747540.45,31111009.22,0.333,-8.018,-2.632,280.575,33198141.44,70747540.45,31111009.22,280.575,93.794, 1/01331:19:50:12:03239
515679892.2,1331,-33196441.41,-70743911.08,-31109414.44,-0.334,8.014,2.631,280.561,33198141.77,70747532.43,31111006.58,0.333,-8.018,-2.632,280.575,33198141.77,70747532.43,31111006.58,280.575,93.797, 1/01331:19:50:13:00563
515679893.2,1331,-33196441.74,-70743903.06,-31109411.8,-0.334,8.014,2.631,280.561,33198142.1,70747524.41,31111003.95,0.333,-8.018,-2.632,280.575,33198142.1,70747524.41,31111003.95,280.575,93.8, 1/01331:19:50:13:97887
515679894.2,1331,-33196442.08,-70743895.05,-31109409.17,-0.334,8.014,2.631,280.561,33198142.43,70747516.4,31111001.32,0.333,-8.018,-2.632,280.575,33198142.43,70747516.4,31111001.32,280.575,93.803, 1/01331:19:50:14:95212
515679895.2,1331,-33196442.41,-70743887.04,-31109406.54,-0.334,8.014,2.631,280.561,33198142.77,70747508.38,31110998.69,0.333,-8.018,-2.632,280.575,33198142.77,70747508.38,31110998.69,280.575,93.806, 1/01331:19:50:15:92536
515679896.2,1331,-33196442.74,-70743879.02,-31109403.91,-0.334,8.014,2.631,280.561,33198143.1,70747500.36,31110996.05,0.333,-8.018,-2.632,280.575,33198143.1,70747500.36,31110996.05,280.575,93.809, 1/01331:19:50:16:89861
515679897.2,1331,-33196443.08,-70743871.01,-31109401.28,-0.334,8.014,2.631,280.561,33198143.43,70747492.34,31110993.42,0.332,-8.018,-2.632,280.575,33198143.43,70747492.34,31110993.42,280.575,93.812, 1/01331:19:50:17:87185
515679898.2,1331,-33196443.41,-70743863,-31109398.65,-0.334,8.014,2.63,280.561,33198143.76,70747484.32,31110990.79,0.332,-8.018,-2.632,280.575,33198143.76,70747484.32,31110990.79,280.575,93.815, 1/01331:19:50:18:84510
